日付,競馬場,レース番号,馬券種別,枠番,倍率,購入金額,的中,払い戻し,収支(Total),収支(税務上)
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0
,,,,,,,FALSE,¥0,¥0,¥0